Pos.,Pilote / Co-pilote,Voiture,#,Temps,Écart,ss
34,Loïc PANAGIOTIS  Caroline GODDI,Alpine A110,67,00:14:29,+00:02:58.8,14
35,Luc PISTACHI  Laëtitia AUTHIER,Skoda Fabia Evo,57,00:14:30.7,+00:03:00.5,14
36,Daniel ALONSO  Adrián PÉREZ,Citroen C3,41,00:14:33.9,+00:03:03.7,14
37,Jean Charles ALBERTINI  Patrick CHIAPPE,Skoda Fabia Evo,56,00:14:39.5,+00:03:09.3,14
38,Matteo FONTANA  Alessandro ARNABOLDI,Peugeot 208 Rally4,74,00:14:41,+00:03:10.8,14
39,Jérémy PRAT  Yves SEMETE,Renault Clio RS Line,82,00:14:41.6,+00:03:11.4,14
40,Marco BULACIA  Axel CORONADO,Skoda Fabia RS,26,00:14:42.9,+00:03:12.7,14
41,Nicolas RESSEGAIRE  Marina MICHELI,Renault Clio RS Line,84,00:14:43.8,+00:03:13.6,14
42,Yanis DESANGLES  Nicolas THERON,Skoda Fabia,55,00:14:45.2,+00:03:15,14
43,Simone NIBOLI  Battista BRUNETTI,Skoda Fabia Evo,46,00:14:50,+00:03:19.8,14
44,Grégory FONTALBA  Stéphan HERMET,Alpine A110,65,00:14:50.1,+00:03:19.9,14
45,Ghjuvanni ROSSI  Maxime MARTINI,Peugeot 208 Rally4,78,00:14:50.6,+00:03:20.4,14
46,Eamonn BOLAND  MJ,Citroen C3,42,00:14:53.7,+00:03:23.5,14
47,Wolfgang IRLACHER  Elke IRLACHER,Peugeot 208 Rally4,68,00:14:59.6,+00:03:29.4,14
48,Eric ROYERE  Gilbert DINI,Alpine A110,64,00:15:10.1,+00:03:39.9,14
49,Silvano PATERA  Stefano TIRABOSCHI,Skoda Fabia Evo,45,00:15:11.2,+00:03:41,14
50,Zoltán LÁSZLÓ  Gábor ZSIROS,Skoda Fabia Evo,61,00:15:12.9,+00:03:42.7,14
51,Massimiliano PEDALÀ  Denis PICENO,Opel Corsa Rally4,73,00:15:20.3,+00:03:50.1,14
52,David FERRARO  Michel CORNEGLIO,Alpine A110,66,00:15:22.5,+00:03:52.3,14
53,Gilles MICHELLIER  Christophe RICHARD,Peugeot 208 Rally4,79,00:15:36.7,+00:04:06.5,14
54,Sebastiano CIATO  Andrea BUDOIA,Peugeot 208 Rally4,75,00:15:43.1,+00:04:12.9,14
55,Julien CHARNAY  Maxime GOMEZ,Renault Clio RS Line,87,00:15:44.7,+00:04:14.5,14
56,Jérôme AYMARD  Sandrine AYMARD,Renault Clio RS,80,00:15:47.5,+00:04:17.3,14
57,Grégory DAL ZOTTO  Hervé DUBREUIL,Peugeot 208 Rally4,70,00:16:04.9,+00:04:34.7,14
58,Lilian VIALLE  Manuel GHIRARDELLO,Renault Clio RS Line,83,00:16:13.4,+00:04:43.2,14
59,Filippo MARCHINO  Pietro Elia OMETTO,Skoda Fabia,47,00:16:20,+00:04:49.8,14
60,Henk VOSSEN  Annemieke HULZEBOS,Ford Fiesta,50,00:16:51.6,+00:05:21.4,14
61,Giorgio MARAZZATO  Elisa SOMMARIVA,Peugeot 208,77,00:17:03,+00:05:32.8,14
62,Jérémie MALLARD  Alexis MAREST-CECCALDI,Ford Fiesta,72,00:17:19.2,+00:05:49,14
63,Christophe BERARD  Christophe BERNABO,Renault Clio RS Line,85,00:17:33.9,+00:06:03.7,14
64,Jean-Paul PALMERO  Mattia PASTORINO,Peugeot 208 Rally4,81,00:19:13.6,+00:07:43.4,14
65,Pierre-Louis LOUBET  Nicolas GILSOUL,Ford Puma Rally1 HYBRID,7,00:21:30.2,+00:10:00,14
66,Joshua MCERLEAN  John ROWAN,Hyundai i20 N,31,00:22:03.8,+00:10:33.6,14
67,William CREIGHTON  Liam REGAN,Hyundai i20 N,32,00:22:03.8,+00:10:33.6,14
68,Frédéric ROSATI  Philippe MARCHETTO,Hyundai i20 N,44,00:22:03.8,+00:10:33.6,14
69,Marc DESSI  Pamela DESSI,Renault Clio RS Line,86,00:22:56.4,+00:11:26.2,14
70,Pierre TANCI  Sébastien MALET,Skoda Fabia,60,00:23:28.4,+00:11:58.2,14
71,Baudouin BAUGÉ  Nicolas BLANC,Peugeot 208 Rally4,71,00:24:07.2,+00:12:37,14
72,Richard FRAU  Stephane MARQUEZ,Alpine A110,63,,+,14
73,Jonathan HIRSCHI  Michaël VOLLUZ,Volkswagen Polo GTI,51,,+,14
1,Sébastien OGIER  Vincent LANDAIS,Toyota GR Yaris Rally1 HYBRID,17,00:12:17.9,+00:00:00,15
2,Elfyn EVANS  Scott MARTIN,Toyota GR Yaris Rally1 HYBRID,33,00:12:20.6,+00:00:02.7,15
3,Kalle ROVANPERÄ  Jonne HALTTUNEN,Toyota GR Yaris Rally1 HYBRID,69,00:12:20.6,+00:00:02.7,15
4,Thierry NEUVILLE  Martijn WYDAEGHE,Hyundai i20 N Rally1 HYBRID,11,00:12:23,+00:00:05.1,15
5,Daniel SORDO  Candido CARRERA,Hyundai i20 N Rally1 HYBRID,6,00:12:30.5,+00:00:12.6,15
6,Takamoto KATSUTA  Aaron JOHNSTON,Toyota GR Yaris Rally1 HYBRID,18,00:12:34.1,+00:00:16.2,15
7,Esapekka LAPPI  Janne FERM,Hyundai i20 N Rally1 HYBRID,4,00:12:35.2,+00:00:17.3,15
8,Ott TÄNAK  Martin JÄRVEOJA,Ford Puma Rally1 HYBRID,8,00:12:35.2,+00:00:17.3,15
9,Yohan ROSSEL  Arnaud DUNAND,Citroen C3,21,00:12:51,+00:00:33.1,15
10,Oliver SOLBERG  Elliott EDMONDSON,Skoda Fabia RS,23,00:12:55.7,+00:00:37.8,15
11,Nikolay GRYAZIN  Konstantin ALEKSANDROV,Skoda Fabia RS,24,00:12:55.7,+00:00:37.8,15
12,Stéphane LEFEBVRE  Andy MALFOY,Citroen C3,22,00:12:57.1,+00:00:39.2,15
13,Erik CAIS  Petr TESÍNSKÝ,Skoda Fabia RS,27,00:12:59.9,+00:00:42,15
14,Pepe LÓPEZ  Borja ROZADA,Hyundai i20 N,34,00:13:00.6,+00:00:42.7,15
15,Marco BULACIA  Axel CORONADO,Skoda Fabia RS,26,00:13:04.7,+00:00:46.8,15
16,Adrien FOURMAUX  Alexandre CORIA,Ford Fiesta MkII,20,00:13:05.1,+00:00:47.2,15
17,Christopher INGRAM  Craig DREW,Skoda Fabia Evo,28,00:13:07.1,+00:00:49.2,15
18,Matteo GAMBA  Nicolò GONELLA,Skoda Fabia Evo,52,00:13:10.8,+00:00:52.9,15
19,Joshua MCERLEAN  John ROWAN,Hyundai i20 N,31,00:13:14,+00:00:56.1,15
20,Alejandro CACHÓN  Alejandro LÓPEZ,Citroen C3,35,00:13:14.4,+00:00:56.5,15
21,Grégoire MUNSTER  Louis LOUKA,Ford Fiesta MkII,25,00:13:14.9,+00:00:57,15
22,Sean JOHNSTON  Alexander KIHURANI,Citroen C3,29,00:13:16.7,+00:00:58.8,15
23,François DELECOUR  Sabrina DE CASTELLI,Skoda Fabia RS,37,00:13:20.8,+00:01:02.9,15
24,Bruno RIBERI  Florian HAUT-LABOURDETTE,Skoda Fabia Evo,59,00:13:21.2,+00:01:03.3,15
25,William CREIGHTON  Liam REGAN,Hyundai i20 N,32,00:13:28.5,+00:01:10.6,15
26,Mauro MIELE  Luca BELTRAME,Skoda Fabia RS,36,00:13:30.5,+00:01:12.6,15
27,Alessandro GINO  Daniele MICHI,Citroen C3,53,00:13:33.3,+00:01:15.4,15
28,Jourdan SERDERIDIS  Frédéric MICLOTTE,Ford Puma Rally1 HYBRID,9,00:13:40.9,+00:01:23,15
29,Christian MERLI  Marco ZORTEA,Skoda Fabia Evo,49,00:13:42.9,+00:01:25,15
30,Daniel ALONSO  Adrián PÉREZ,Citroen C3,41,00:13:46,+00:01:28.1,15
31,Luc PISTACHI  Laëtitia AUTHIER,Skoda Fabia Evo,57,00:13:52.2,+00:01:34.3,15
32,Olivier BURRI  Anderson LEVRATTI,Hyundai i20 N,38,00:13:57.6,+00:01:39.7,15
33,Simone NIBOLI  Battista BRUNETTI,Skoda Fabia Evo,46,00:14:07.5,+00:01:49.6,15
34,David FERRARO  Michel CORNEGLIO,Alpine A110,66,00:14:07.7,+00:01:49.8,15
35,Mickaël PRÉVALET  Jofrey COURTET,Peugeot 208 Rally4,76,00:14:08.3,+00:01:50.4,15
36,Johannes KEFERBÖCK  Ilka MINOR,Skoda Fabia Evo,39,00:14:10.4,+00:01:52.5,15
37,Philippe BAFFOUN  Charlyne QUARTINI,Citroen C3,54,00:14:10.7,+00:01:52.8,15
38,Lorenzo BONTEMPELLI  Giovanni PINA,Skoda Fabia Evo,40,00:14:14.8,+00:01:56.9,15
39,Pierre-Louis LOUBET  Nicolas GILSOUL,Ford Puma Rally1 HYBRID,7,00:14:16.4,+00:01:58.5,15
40,Jean Charles ALBERTINI  Patrick CHIAPPE,Skoda Fabia Evo,56,00:14:17.9,+00:02:00,15
41,Silvano PATERA  Stefano TIRABOSCHI,Skoda Fabia Evo,45,00:14:18.2,+00:02:00.3,15
42,Frédéric ROSATI  Philippe MARCHETTO,Hyundai i20 N,44,00:14:19.7,+00:02:01.8,15
43,Loïc PANAGIOTIS  Caroline GODDI,Alpine A110,67,00:14:20.5,+00:02:02.6,15
44,Eric ROYERE  Gilbert DINI,Alpine A110,64,00:14:20.9,+00:02:03,15
45,Baudouin BAUGÉ  Nicolas BLANC,Peugeot 208 Rally4,71,00:14:24.9,+00:02:07,15
46,Massimiliano PEDALÀ  Denis PICENO,Opel Corsa Rally4,73,00:14:25,+00:02:07.1,15
47,Fabrizio ARENGI  Massimiliano BOSI,Skoda Fabia Evo,48,00:14:25.1,+00:02:07.2,15
48,Zoltán LÁSZLÓ  Gábor ZSIROS,Skoda Fabia Evo,61,00:14:25.8,+00:02:07.9,15
49,Matteo FONTANA  Alessandro ARNABOLDI,Peugeot 208 Rally4,74,00:14:30.6,+00:02:12.7,15
50,Yanis DESANGLES  Nicolas THERON,Skoda Fabia,55,00:14:31.7,+00:02:13.8,15
51,Ghjuvanni ROSSI  Maxime MARTINI,Peugeot 208 Rally4,78,00:14:34.3,+00:02:16.4,15
52,Pierre TANCI  Sébastien MALET,Skoda Fabia,60,00:14:34.3,+00:02:16.4,15
53,Grégory FONTALBA  Stéphan HERMET,Alpine A110,65,00:14:44.8,+00:02:26.9,15
54,Wolfgang IRLACHER  Elke IRLACHER,Peugeot 208 Rally4,68,00:14:48.9,+00:02:31,15
55,Filippo MARCHINO  Pietro Elia OMETTO,Skoda Fabia,47,00:14:49.3,+00:02:31.4,15
56,Jérémy PRAT  Yves SEMETE,Renault Clio RS Line,82,00:14:52.2,+00:02:34.3,15
57,Nicolas RESSEGAIRE  Marina MICHELI,Renault Clio RS Line,84,00:14:52.9,+00:02:35,15
58,Sebastiano CIATO  Andrea BUDOIA,Peugeot 208 Rally4,75,00:15:05.3,+00:02:47.4,15
59,Julien CHARNAY  Maxime GOMEZ,Renault Clio RS Line,87,00:15:06.8,+00:02:48.9,15
60,Jérôme AYMARD  Sandrine AYMARD,Renault Clio RS,80,00:15:07.4,+00:02:49.5,15
61,Henk VOSSEN  Annemieke HULZEBOS,Ford Fiesta,50,00:15:35,+00:03:17.1,15
62,Gilles MICHELLIER  Christophe RICHARD,Peugeot 208 Rally4,79,00:15:35.6,+00:03:17.7,15
63,Giorgio MARAZZATO  Elisa SOMMARIVA,Peugeot 208,77,00:15:38.9,+00:03:21,15
64,Grégory DAL ZOTTO  Hervé DUBREUIL,Peugeot 208 Rally4,70,00:15:46.3,+00:03:28.4,15
65,Christophe BERARD  Christophe BERNABO,Renault Clio RS Line,85,00:15:50.8,+00:03:32.9,15
66,Lilian VIALLE  Manuel GHIRARDELLO,Renault Clio RS Line,83,00:15:54.3,+00:03:36.4,15
67,Marc DESSI  Pamela DESSI,Renault Clio RS Line,86,00:17:09.8,+00:04:51.9,15
68,Jean-Paul PALMERO  Mattia PASTORINO,Peugeot 208 Rally4,81,00:17:23.2,+00:05:05.3,15
69,Jérémie MALLARD  Alexis MAREST-CECCALDI,Ford Fiesta,72,00:17:25.8,+00:05:07.9,15
70,Romain HAUT-LABOURDETTE  Fabien TARDITO,Skoda Fabia,58,00:18:12.1,+00:05:54.2,15
71,Eamonn BOLAND  MJ,Citroen C3,42,,+,15
1,Kalle ROVANPERÄ  Jonne HALTTUNEN,Toyota GR Yaris Rally1 HYBRID,69,00:10:08.9,+00:00:00,16
2,Sébastien OGIER  Vincent LANDAIS,Toyota GR Yaris Rally1 HYBRID,17,00:10:10.4,+00:00:01.5,16
3,Thierry NEUVILLE  Martijn WYDAEGHE,Hyundai i20 N Rally1 HYBRID,11,00:10:11.4,+00:00:02.5,16
4,Takamoto KATSUTA  Aaron JOHNSTON,Toyota GR Yaris Rally1 HYBRID,18,00:10:14.5,+00:00:05.6,16
5,Pierre-Louis LOUBET  Nicolas GILSOUL,Ford Puma Rally1 HYBRID,7,00:10:15.7,+00:00:06.8,16
6,Elfyn EVANS  Scott MARTIN,Toyota GR Yaris Rally1 HYBRID,33,00:10:19.4,+00:00:10.5,16
7,Esapekka LAPPI  Janne FERM,Hyundai i20 N Rally1 HYBRID,4,00:10:19.5,+00:00:10.6,16
8,Daniel SORDO  Candido CARRERA,Hyundai i20 N Rally1 HYBRID,6,00:10:19.6,+00:00:10.7,16
9,Ott TÄNAK  Martin JÄRVEOJA,Ford Puma Rally1 HYBRID,8,00:10:20.7,+00:00:11.8,16
10,Yohan ROSSEL  Arnaud DUNAND,Citroen C3,21,00:10:33.7,+00:00:24.8,16
11,Nikolay GRYAZIN  Konstantin ALEKSANDROV,Skoda Fabia RS,24,00:10:34.5,+00:00:25.6,16
12,Oliver SOLBERG  Elliott EDMONDSON,Skoda Fabia RS,23,00:10:35.4,+00:00:26.5,16
13,Alejandro CACHÓN  Alejandro LÓPEZ,Citroen C3,35,00:10:39.7,+00:00:30.8,16
14,Erik CAIS  Petr TESÍNSKÝ,Skoda Fabia RS,27,00:10:42.8,+00:00:33.9,16
15,Marco BULACIA  Axel CORONADO,Skoda Fabia RS,26,00:10:43.6,+00:00:34.7,16
16,Pepe LÓPEZ  Borja ROZADA,Hyundai i20 N,34,00:10:44.2,+00:00:35.3,16
17,Adrien FOURMAUX  Alexandre CORIA,Ford Fiesta MkII,20,00:10:44.3,+00:00:35.4,16
18,Christopher INGRAM  Craig DREW,Skoda Fabia Evo,28,00:10:45.5,+00:00:36.6,16
19,Joshua MCERLEAN  John ROWAN,Hyundai i20 N,31,00:10:50.9,+00:00:42,16
20,François DELECOUR  Sabrina DE CASTELLI,Skoda Fabia RS,37,00:10:51.6,+00:00:42.7,16
21,Matteo GAMBA  Nicolò GONELLA,Skoda Fabia Evo,52,00:10:53.3,+00:00:44.4,16
22,Mauro MIELE  Luca BELTRAME,Skoda Fabia RS,36,00:10:56,+00:00:47.1,16
23,Jourdan SERDERIDIS  Frédéric MICLOTTE,Ford Puma Rally1 HYBRID,9,00:10:56.8,+00:00:47.9,16
24,Grégoire MUNSTER  Louis LOUKA,Ford Fiesta MkII,25,00:10:57.8,+00:00:48.9,16
25,Daniel ALONSO  Adrián PÉREZ,Citroen C3,41,00:11:06.5,+00:00:57.6,16
26,Bruno RIBERI  Florian HAUT-LABOURDETTE,Skoda Fabia Evo,59,00:11:06.8,+00:00:57.9,16
27,Christian MERLI  Marco ZORTEA,Skoda Fabia Evo,49,00:11:07.5,+00:00:58.6,16
28,Alessandro GINO  Daniele MICHI,Citroen C3,53,00:11:13.2,+00:01:04.3,16
29,Luc PISTACHI  Laëtitia AUTHIER,Skoda Fabia Evo,57,00:11:22.8,+00:01:13.9,16
30,Silvano PATERA  Stefano TIRABOSCHI,Skoda Fabia Evo,45,00:11:26.3,+00:01:17.4,16
31,Olivier BURRI  Anderson LEVRATTI,Hyundai i20 N,38,00:11:26.7,+00:01:17.8,16
32,Lorenzo BONTEMPELLI  Giovanni PINA,Skoda Fabia Evo,40,00:11:27.3,+00:01:18.4,16
33,Loïc PANAGIOTIS  Caroline GODDI,Alpine A110,67,00:11:27.5,+00:01:18.6,16
34,Johannes KEFERBÖCK  Ilka MINOR,Skoda Fabia Evo,39,00:11:28.5,+00:01:19.6,16
35,Philippe BAFFOUN  Charlyne QUARTINI,Citroen C3,54,00:11:30.6,+00:01:21.7,16
36,Simone NIBOLI  Battista BRUNETTI,Skoda Fabia Evo,46,00:11:32.6,+00:01:23.7,16
37,Eric ROYERE  Gilbert DINI,Alpine A110,64,00:11:35.8,+00:01:26.9,16
38,Mickaël PRÉVALET  Jofrey COURTET,Peugeot 208 Rally4,76,00:11:43.1,+00:01:34.2,16
39,Fabrizio ARENGI  Massimiliano BOSI,Skoda Fabia Evo,48,00:11:43.8,+00:01:34.9,16
40,Zoltán LÁSZLÓ  Gábor ZSIROS,Skoda Fabia Evo,61,00:11:44,+00:01:35.1,16
41,Jean Charles ALBERTINI  Patrick CHIAPPE,Skoda Fabia Evo,56,00:11:44.8,+00:01:35.9,16
42,David FERRARO  Michel CORNEGLIO,Alpine A110,66,00:11:44.9,+00:01:36,16
43,Yanis DESANGLES  Nicolas THERON,Skoda Fabia,55,00:11:45.3,+00:01:36.4,16
44,Pierre TANCI  Sébastien MALET,Skoda Fabia,60,00:11:48.8,+00:01:39.9,16
45,Ghjuvanni ROSSI  Maxime MARTINI,Peugeot 208 Rally4,78,00:11:52.7,+00:01:43.8,16
46,Baudouin BAUGÉ  Nicolas BLANC,Peugeot 208 Rally4,71,00:11:53.3,+00:01:44.4,16
47,Massimiliano PEDALÀ  Denis PICENO,Opel Corsa Rally4,73,00:11:54.5,+00:01:45.6,16
48,Matteo FONTANA  Alessandro ARNABOLDI,Peugeot 208 Rally4,74,00:11:57.3,+00:01:48.4,16
49,Wolfgang IRLACHER  Elke IRLACHER,Peugeot 208 Rally4,68,00:11:57.6,+00:01:48.7,16
50,Grégory FONTALBA  Stéphan HERMET,Alpine A110,65,00:11:58.6,+00:01:49.7,16
51,Nicolas RESSEGAIRE  Marina MICHELI,Renault Clio RS Line,84,00:12:02.6,+00:01:53.7,16
52,Filippo MARCHINO  Pietro Elia OMETTO,Skoda Fabia,47,00:12:07.8,+00:01:58.9,16
53,Jérémy PRAT  Yves SEMETE,Renault Clio RS Line,82,00:12:15.9,+00:02:07,16
54,Romain HAUT-LABOURDETTE  Fabien TARDITO,Skoda Fabia,58,00:12:16.2,+00:02:07.3,16
55,Sebastiano CIATO  Andrea BUDOIA,Peugeot 208 Rally4,75,00:12:27.8,+00:02:18.9,16
56,Frédéric ROSATI  Philippe MARCHETTO,Hyundai i20 N,44,00:12:29.3,+00:02:20.4,16
57,Jérôme AYMARD  Sandrine AYMARD,Renault Clio RS,80,00:12:29.4,+00:02:20.5,16
58,Giorgio MARAZZATO  Elisa SOMMARIVA,Peugeot 208,77,00:12:29.9,+00:02:21,16
59,Julien CHARNAY  Maxime GOMEZ,Renault Clio RS Line,87,00:12:33.2,+00:02:24.3,16
60,Grégory DAL ZOTTO  Hervé DUBREUIL,Peugeot 208 Rally4,70,00:12:43.3,+00:02:34.4,16
61,Gilles MICHELLIER  Christophe RICHARD,Peugeot 208 Rally4,79,00:12:43.8,+00:02:34.9,16
62,Lilian VIALLE  Manuel GHIRARDELLO,Renault Clio RS Line,83,00:12:55.7,+00:02:46.8,16
63,Henk VOSSEN  Annemieke HULZEBOS,Ford Fiesta,50,00:12:56,+00:02:47.1,16
64,Christophe BERARD  Christophe BERNABO,Renault Clio RS Line,85,00:13:08.3,+00:02:59.4,16
65,Jean-Paul PALMERO  Mattia PASTORINO,Peugeot 208 Rally4,81,00:13:41.9,+00:03:33,16
66,Jérémie MALLARD  Alexis MAREST-CECCALDI,Ford Fiesta,72,00:13:58.6,+00:03:49.7,16
67,Marc DESSI  Pamela DESSI,Renault Clio RS Line,86,00:14:18.3,+00:04:09.4,16
68,Stéphane LEFEBVRE  Andy MALFOY,Citroen C3,22,00:15:23.4,+00:05:14.5,16
69,William CREIGHTON  Liam REGAN,Hyundai i20 N,32,00:20:53.4,+00:10:44.5,16
70,Sean JOHNSTON  Alexander KIHURANI,Citroen C3,29,,+,16
71,Eamonn BOLAND  MJ,Citroen C3,42,,+,16
1,Sébastien OGIER  Vincent LANDAIS,Toyota GR Yaris Rally1 HYBRID,17,00:12:17,+00:00:00,17
2,Takamoto KATSUTA  Aaron JOHNSTON,Toyota GR Yaris Rally1 HYBRID,18,00:12:20.1,+00:00:03.1,17
3,Kalle ROVANPERÄ  Jonne HALTTUNEN,Toyota GR Yaris Rally1 HYBRID,69,00:12:23.3,+00:00:06.3,17
4,Thierry NEUVILLE  Martijn WYDAEGHE,Hyundai i20 N Rally1 HYBRID,11,00:12:24,+00:00:07,17
5,Esapekka LAPPI  Janne FERM,Hyundai i20 N Rally1 HYBRID,4,00:12:24.5,+00:00:07.5,17
6,Daniel SORDO  Candido CARRERA,Hyundai i20 N Rally1 HYBRID,6,00:12:25,+00:00:08,17
7,Elfyn EVANS  Scott MARTIN,Toyota GR Yaris Rally1 HYBRID,33,00:12:25.2,+00:00:08.2,17
8,Oliver SOLBERG  Elliott EDMONDSON,Skoda Fabia RS,23,00:12:42.5,+00:00:25.5,17
9,Nikolay GRYAZIN  Konstantin ALEKSANDROV,Skoda Fabia RS,24,00:12:43.5,+00:00:26.5,17
10,Yohan ROSSEL  Arnaud DUNAND,Citroen C3,21,00:12:43.9,+00:00:26.9,17
11,Stéphane LEFEBVRE  Andy MALFOY,Citroen C3,22,00:12:49.1,+00:00:32.1,17
12,Ott TÄNAK  Martin JÄRVEOJA,Ford Puma Rally1 HYBRID,8,00:12:51.1,+00:00:34.1,17
13,Pepe LÓPEZ  Borja ROZADA,Hyundai i20 N,34,00:12:52.7,+00:00:35.7,17
14,Erik CAIS  Petr TESÍNSKÝ,Skoda Fabia RS,27,00:12:54.7,+00:00:37.7,17
15,Christopher INGRAM  Craig DREW,Skoda Fabia Evo,28,00:12:56.4,+00:00:39.4,17
16,Marco BULACIA  Axel CORONADO,Skoda Fabia RS,26,00:12:58.4,+00:00:41.4,17
17,Alejandro CACHÓN  Alejandro LÓPEZ,Citroen C3,35,00:12:59.5,+00:00:42.5,17
18,Grégoire MUNSTER  Louis LOUKA,Ford Fiesta MkII,25,00:13:04.3,+00:00:47.3,17
19,Adrien FOURMAUX  Alexandre CORIA,Ford Fiesta MkII,20,00:13:05.5,+00:00:48.5,17
20,Joshua MCERLEAN  John ROWAN,Hyundai i20 N,31,00:13:06.5,+00:00:49.5,17
21,François DELECOUR  Sabrina DE CASTELLI,Skoda Fabia RS,37,00:13:06.6,+00:00:49.6,17
22,Bruno RIBERI  Florian HAUT-LABOURDETTE,Skoda Fabia Evo,59,00:13:12,+00:00:55,17
23,Matteo GAMBA  Nicolò GONELLA,Skoda Fabia Evo,52,00:13:15.6,+00:00:58.6,17
24,Jourdan SERDERIDIS  Frédéric MICLOTTE,Ford Puma Rally1 HYBRID,9,00:13:15.6,+00:00:58.6,17
25,Mauro MIELE  Luca BELTRAME,Skoda Fabia RS,36,00:13:23.9,+00:01:06.9,17
26,Luc PISTACHI  Laëtitia AUTHIER,Skoda Fabia Evo,57,00:13:30.6,+00:01:13.6,17
27,Christian MERLI  Marco ZORTEA,Skoda Fabia Evo,49,00:13:36.4,+00:01:19.4,17
28,Alessandro GINO  Daniele MICHI,Citroen C3,53,00:13:37.4,+00:01:20.4,17
29,Daniel ALONSO  Adrián PÉREZ,Citroen C3,41,00:13:39.2,+00:01:22.2,17
30,Johannes KEFERBÖCK  Ilka MINOR,Skoda Fabia Evo,39,00:13:41.5,+00:01:24.5,17
31,Philippe BAFFOUN  Charlyne QUARTINI,Citroen C3,54,00:13:45.1,+00:01:28.1,17
32,Olivier BURRI  Anderson LEVRATTI,Hyundai i20 N,38,00:13:45.5,+00:01:28.5,17
33,Simone NIBOLI  Battista BRUNETTI,Skoda Fabia Evo,46,00:13:57.3,+00:01:40.3,17
34,Lorenzo BONTEMPELLI  Giovanni PINA,Skoda Fabia Evo,40,00:13:58.2,+00:01:41.2,17
35,David FERRARO  Michel CORNEGLIO,Alpine A110,66,00:14:02.2,+00:01:45.2,17
36,Pierre TANCI  Sébastien MALET,Skoda Fabia,60,00:14:03.6,+00:01:46.6,17
37,Zoltán LÁSZLÓ  Gábor ZSIROS,Skoda Fabia Evo,61,00:14:14.4,+00:01:57.4,17
38,Loïc PANAGIOTIS  Caroline GODDI,Alpine A110,67,00:14:14.4,+00:01:57.4,17
39,Silvano PATERA  Stefano TIRABOSCHI,Skoda Fabia Evo,45,00:14:14.6,+00:01:57.6,17
40,Romain HAUT-LABOURDETTE  Fabien TARDITO,Skoda Fabia,58,00:14:16.7,+00:01:59.7,17
41,Eric ROYERE  Gilbert DINI,Alpine A110,64,00:14:19.1,+00:02:02.1,17
42,Mickaël PRÉVALET  Jofrey COURTET,Peugeot 208 Rally4,76,00:14:20.2,+00:02:03.2,17
43,Yanis DESANGLES  Nicolas THERON,Skoda Fabia,55,00:14:20.2,+00:02:03.2,17
44,Jean Charles ALBERTINI  Patrick CHIAPPE,Skoda Fabia Evo,56,00:14:21.2,+00:02:04.2,17
45,Baudouin BAUGÉ  Nicolas BLANC,Peugeot 208 Rally4,71,00:14:24.4,+00:02:07.4,17
46,Fabrizio ARENGI  Massimiliano BOSI,Skoda Fabia Evo,48,00:14:26.2,+00:02:09.2,17
47,Ghjuvanni ROSSI  Maxime MARTINI,Peugeot 208 Rally4,78,00:14:26.5,+00:02:09.5,17
48,William CREIGHTON  Liam REGAN,Hyundai i20 N,32,00:14:29.7,+00:02:12.7,17
49,Grégory FONTALBA  Stéphan HERMET,Alpine A110,65,00:14:33.5,+00:02:16.5,17
50,Massimiliano PEDALÀ  Denis PICENO,Opel Corsa Rally4,73,00:14:34.8,+00:02:17.8,17
51,Matteo FONTANA  Alessandro ARNABOLDI,Peugeot 208 Rally4,74,00:14:39.9,+00:02:22.9,17
52,Filippo MARCHINO  Pietro Elia OMETTO,Skoda Fabia,47,00:14:47.7,+00:02:30.7,17
53,Wolfgang IRLACHER  Elke IRLACHER,Peugeot 208 Rally4,68,00:14:47.7,+00:02:30.7,17
54,Sebastiano CIATO  Andrea BUDOIA,Peugeot 208 Rally4,75,00:14:50.8,+00:02:33.8,17
55,Jérémy PRAT  Yves SEMETE,Renault Clio RS Line,82,00:14:51.4,+00:02:34.4,17
56,Nicolas RESSEGAIRE  Marina MICHELI,Renault Clio RS Line,84,00:15:00.9,+00:02:43.9,17
57,Jérôme AYMARD  Sandrine AYMARD,Renault Clio RS,80,00:15:05.5,+00:02:48.5,17
58,Julien CHARNAY  Maxime GOMEZ,Renault Clio RS Line,87,00:15:11.4,+00:02:54.4,17
59,Giorgio MARAZZATO  Elisa SOMMARIVA,Peugeot 208,77,00:15:15,+00:02:58,17
60,Grégory DAL ZOTTO  Hervé DUBREUIL,Peugeot 208 Rally4,70,00:15:28,+00:03:11,17
61,Gilles MICHELLIER  Christophe RICHARD,Peugeot 208 Rally4,79,00:15:28.7,+00:03:11.7,17
62,Lilian VIALLE  Manuel GHIRARDELLO,Renault Clio RS Line,83,00:15:35.8,+00:03:18.8,17
63,Christophe BERARD  Christophe BERNABO,Renault Clio RS Line,85,00:16:02.9,+00:03:45.9,17
64,Henk VOSSEN  Annemieke HULZEBOS,Ford Fiesta,50,00:16:05.7,+00:03:48.7,17
65,Jean-Paul PALMERO  Mattia PASTORINO,Peugeot 208 Rally4,81,00:16:36.1,+00:04:19.1,17
66,Marc DESSI  Pamela DESSI,Renault Clio RS Line,86,00:16:36.4,+00:04:19.4,17
67,Jérémie MALLARD  Alexis MAREST-CECCALDI,Ford Fiesta,72,00:16:58,+00:04:41,17
